conv:chats_1126_306:aug_0:chat_0:chataug_0| philip sandy| [person:philip m 0-0][person:sandy f 1-1]
rusell| I have to check with Amber the associate I will ask him and will let you know the best price| [person:rusell m 0-0][person:amber f 5-5][person:rusell m 8-8][person:amber f 11-11][person:richard m 15-15]
richard| Fine I already spoke to the salesperson Carol about the same and he has quoted me a decent price| [person:richard m 1-1][person:carol f 7-7][person:carol f 12-12][person:richard m 15-15]
rusell| Okay let me confirm the same with Amber and then you can decide it| [person:rusell m 2-2][person:amber f 7-7][person:richard m 10-10]
richard| Sure make it fast because Carol is almost arranging the tire to the truck| [person:carol f 5-5]
rusell| I think Amber is giving at a great price I also checked online price it is much cheaper than online So we will go ahead closing this deal with Amber| [person:rusell m 0-0][person:amber f 2-2][person:rusell m 9-9][person:we g(richard:rusell) 21-21][person:amber f 29-29]

conv:chats_1127_14:aug_0:chat_0:chataug_0| eddie sarah| [person:eddie m 0-0][person:sarah f 1-1]
eddie| When will you return from work| [person:sarah f 2-2]
sarah| After office I will be going to meet my friend Colin So I will be late Anything urgent| [location:office s 1-1][person:sarah f 2-2][person:sarah f 8-8][person:colin m 9-9][person:colin m 10-10][person:sarah f 12-12]
eddie| Yeah I want to give bath to our cat but there is no shampoo| [person:eddie m 1-1][person:our g(eddie:sarah) 7-7]
sarah| Just check with Elsa She was saying that she will go to the store today| [person:elsa f 3-3][person:elsa f 4-4][person:elsa f 8-8]
eddie| You are right she just now called me asking whether i need anything| [person:sarah f 0-0][person:elsa f 3-3][person:eddie m 7-7][person:eddie m 10-10]
sarah| Then don t be late just her as soon possible She may get you a Shampoo| [person:elsa f 6-6][person:elsa f 10-10][person:eddie m 13-13]
eddie| Correct Let me check with her| [person:eddie m 2-2][person:elsa f 5-5]
sarah| Just let me know about the conversation| [person:sarah f 2-2]
eddie| I told her to bring You return safely| [person:eddie m 0-0][person:elsa f 2-2][person:sarah f 5-5]
sarah| That s great Thank you Bye| [person:eddie m 4-4]

conv:chats_1127_15:aug_0:chat_0:chataug_0| luis stacy| [person:luis m 0-0][person:stacy f 1-1]
luis| Hi Stacy I just reached at the Grace s confectionery I wonder what should I pick up for the dinner| [person:stacy f 1-1][person:luis m 2-2][person:grace f 7-7][location:confectionery s 9-9][person:luis m 10-10][person:luis m 14-14][location:dinner s 19-19]
stacy| I was waiting for your call only I hope Miss Grace is there to help pick you up the right ones In my opinion the marble frost donuts would be good enough| [person:stacy f 0-0][person:luis m 4-4][person:stacy f 7-7][person:grace f 10-10][person:luis m 16-16][person:stacy f 22-22]
luis| Well Miss Grace and You are on the same page She is very fond of those donuts They have the caramel and cream glazed over the crust she says| [person:grace f 2-2][person:stacy f 4-4][person:grace f 10-10][person:they g(grace) 17-17][person:grace f 27-27]
luis| Hold on she is very keen on decorating the donuts to our liking I think it would be a good idea to customize as per Darren s liking| [person:grace f 2-2][person:our g(luis:stacy) 11-11][person:luis m 13-13][person:darren m 25-25]
stacy| It is wonderful I suggest you to spend some more time at her shop It shall be amazing to have something wonderful for dinner tonight Darren is asleep now Ask Grace if she could help| [person:stacy f 3-3][person:luis m 5-5][person:grace f 12-12][location:shop s 13-13][person:darren m 25-25][person:grace f 30-30][person:grace f 32-32]
luis| That is a nice idea She has variety of donuts May be it is better to look at the menu and then ask her out She is preoccupied with other customers now| [person:grace f 5-5][person:grace f 23-23][person:grace f 25-25]
stacy| I think it will be better if you bookmark some of cool looking donuts and then wait for her opinions If she is helping to this extent there is nothing more we could ask for| [person:stacy f 0-0][person:luis m 7-7][person:grace f 18-18][person:grace f 21-21][person:we g(luis:stacy) 31-31]
luis| I will do it right away For me the marble frost one is on the top of list I will ensure to have many options along side| [person:luis m 0-0][person:luis m 7-7][person:luis m 18-18]
stacy| Thank God you understand I hope Darren would like this before his birthday| [person:luis m 2-2][person:stacy f 4-4][person:darren m 6-6][person:darren m 11-11]
stacy| See you I am going to wake up Darren| [person:luis m 1-1][person:stacy f 2-2][person:darren m 8-8]

conv:chats_1127_16:aug_0:chat_0:chataug_0| betty philip| [person:betty f 0-0][person:philip m 1-1]
philip| Hey Betty we are at the water park| [person:betty f 1-1][person:we g(philip) 2-2]
betty| Hi Philip I hope you are having a great time there| [person:philip m 1-1][person:betty f 2-2][person:philip m 4-4]
philip| Yeah the children are very excited to be here|
betty| Tammy loves playing in the water while Doug likes adventurous rides| [person:tammy f 0-0][person:doug m 7-7]
philip| Yeah Doug wants to have a roller coaster ride But he is not allowed because of his height| [person:doug m 1-1][person:doug m 10-10][person:doug m 16-16]
betty| Oh then Doug might be disappointed with that Doug also likes turbo tunnel Bommerango and Ripcurl Doug will be happy if you take to those rides| [person:doug m 2-2][person:doug m 8-8][person:doug m 16-16][person:philip m 21-21]
philip| Okay then I will make sure Doug enjoy those rides| [person:philip m 2-2][person:doug m 6-6]
betty| I am sure Doug will be happy| [person:betty f 0-0][person:doug m 3-3]
philip| Yeah Tammy and Doug enjoyed the rides in the water park| [person:tammy f 1-1][person:doug m 3-3]
betty| Oh that makes me happy| [person:betty f 3-3]

conv:chats_1127_18:aug_0:chat_0:chataug_0| dom pat| [person:dom m 0-0][person:pat m 1-1]
dom| Hey Pat how do you like the new place I just this balcony view| [person:pat m 1-1][person:pat m 4-4][location:place s 8-8][person:dom m 9-9][location:balcony s 12-12]
pat| Yes I loved it and the balcony is mad We can have great parties in this balcony and same time enjoying this view| [person:pat m 1-1][location:balcony s 6-6][person:we g(dom:pat) 9-9][location:balcony s 16-16]
dom| Yes let s throw a party to our friends I can t wait anymore to party here| [person:we g(dom:pat) 7-7][person:friends g(dom:pat) 8-8][person:dom m 9-9]
pat| Sure let s do it Whom shall we call I want Dwayne to come for this event He helped us so much in finding this property Meanwhile I will go to the store to get drinks| [person:we g(dom:pat) 7-7][person:pat m 9-9][person:dwayne m 11-11][person:dwayne m 17-17][person:we g(dom:pat) 19-19][person:pat m 27-27][location:store s 32-32]
dom| Yes let s call him for sure And how about calling Walt He is in the town and not sure when he is gonna leave again| [person:dwayne m 4-4][person:walt m 11-11][person:walt m 12-12][location:town s 16-16][person:walt m 21-21]
pat| Yeah call him up What do you want to drink I reached the store and I m ready to take the drinks| [person:walt m 2-2][person:dom m 6-6][person:pat m 10-10][location:store s 13-13][person:pat m 15-15]
dom| I will prefer beer in this summer Take chilled ones| [person:dom m 0-0]
pat| Sure what about both of them I know Dwayne prefers vodka what about Walt| [person:them g(dwayne:walt) 5-5][person:pat m 6-6][person:dwayne m 8-8][person:walt m 13-13]
dom| Walt likes vodka as well But there are no chips at home Please try to get it| [person:walt m 0-0][location:home s 11-11]
pat| I will ask Dwayne and Walt to take chips They have started already and I m on my way too see you soon| [person:pat m 0-0][person:dwayne m 3-3][person:walt m 5-5][person:them g(dwayne:walt) 9-9][person:pat m 14-14][person:pat m 17-17][person:dom m 21-21]

conv:chats_1127_19:aug_0:chat_0:chataug_0| gary lauren| [person:gary m 0-0][person:lauren f 1-1]
gary| Hey Lauren enough of studying You will only get 100 maximum but not more than 100 So please go to bed| [person:lauren f 1-1][person:lauren f 5-5]
lauren| Common Gary it s just the 25th time I m revising Even after revising for that many times I still score very less This time I strongly want to change this trend| [person:gary m 1-1][person:lauren f 8-8][person:lauren f 18-18][person:lauren f 25-25]
gary| You score less yet you re the topper in the class Okay are you done with important notes that is given yesterday| [person:lauren f 0-0][person:lauren f 4-4][person:lauren f 13-13]
lauren| Yes Gray I have just completed it and moved to math This geometry formulas are really confusing| [person:lauren f 2-2]
gary| Yes the concepts are not clear in the given material I think we should mail Dr Smith| [person:gary m 10-10][person:we g(gary:lauren) 12-12][person:smith m 16-16]
lauren| Dr Smith responds really late Since the exam is scheduled for today I do not want to take risk by waiting for his reply| [person:smith m 1-1][person:lauren f 12-12][person:smith m 22-22]
gary| Okay I will check with Brandon I know him really well and he responds very fast too| [person:gary m 1-1][person:brandon m 5-5][person:gary m 6-6][person:brandon m 8-8][person:brandon m 12-12]
lauren| Yes find out It would be really helpful and also I feel Brandon has good subject knowledge| [person:lauren f 10-10][person:brandon m 12-12]
gary| I have just mailed him my queries The moment he responds I will share it yo you| [person:gary m 0-0][person:brandon m 4-4][person:gary m 5-5][person:brandon m 9-9][person:gary m 11-11][person:lauren f 16-16]
lauren| That would be great thanks a lot Gary Wishing you all the best for tomorrow s exam See you| [person:gary m 7-7][person:gary m 9-9][person:gary m 18-18]

conv:chats_1127_20:aug_0:chat_0:chataug_0| nicole rodger| [person:nicole f 0-0][person:rodger m 1-1]
rodger| We will be leaving for Europe tomorrow Do you think we should ask Luis and Sally about our house| [person:we g(rodger:nicole) 0-0][location:europe s 5-5][person:nicole f 8-8][person:we g(rodger:nicole) 10-10][person:luis m 13-13][person:sally f 15-15][person:we g(rodger:nicole) 17-17]
nicole| Why not They are our neighbors we can request them to have a look on our house| [person:they g(luis:sally) 2-2][person:we g(rodger:nicole) 4-4][person:they g(luis:sally) 5-5][person:we g(rodger:nicole) 6-6][person:we g(rodger:nicole) 15-15][location:europe s 16-16]
rodger| Well then today after returning from work we need to talk to them| [person:we g(rodger:nicole) 7-7][person:they g(luis:sally) 12-12]
nicole| Yeah earlier I already told Sally to water to my plants everyday| [person:nicole f 2-2][person:sally f 5-5][person:nicole f 9-9]
rodger| Don t you think it would be too rude to ask for so many favor| [person:nicole f 2-2]
nicole| Might be but we don t have any option If my plants are not being watered it will die| [person:we g(rodger:nicole) 3-3][person:nicole f 10-10]
rodger| We can say thanks bye gifting them I think they will be glad| [person:we g(rodger:nicole) 0-0][person:they g(luis:sally) 6-6][person:rodger m 7-7][person:they g(luis:sally) 9-9]
nicole| Okay we will buy some thing unique from Europe| [person:we g(rodger:nicole) 1-1][location:europe s 8-8]
rodger| Also buy some chocolates for them They both love chocolates| [person:they g(luis:sally) 5-5][person:they g(luis:sally) 6-6]
nicole| Sure Although I will be buying for myself I will take from them also| [person:nicole f 2-2][person:nicole f 7-7][person:nicole f 8-8][person:they g(luis:sally) 12-12]

conv:chats_1127_21:aug_0:chat_0:chataug_0| grace walt| [person:grace f 0-0][person:walt m 1-1]
walt| Hey mom when will you be back to home| [person:grace f 1-1][person:grace f 4-4][location:home s 8-8]
grace| Hi Walt I will be back to home in couple of minutes| [person:walt m 1-1][person:grace f 2-2][location:home s 7-7]
walt| Tell me mom what s the reason you mesaged me Any emergence| [person:walt m 1-1][person:grace f 2-2][person:grace f 7-7][person:walt m 9-9]
grace| Nothing Walt I am planning dinner to be ordered from restaurant tonight Just discuss among your sister Julia and brother Marcus and let me know| [person:walt m 1-1][person:grace f 2-2][person:walt m 15-15][person:julie f 16-16][person:julie f 17-17][person:marcus m 19-19][person:marcus m 20-20][person:grace f 23-23]
walt| Cool mom I will let you know with in a while| [person:grace f 1-1][person:walt m 2-2][person:grace f 5-5]
grace| Yeah Walt do it little quick and please be sure about what you people eat| [person:walt m 1-1][person:walt m 12-12]
walt| Mom Julie wants spring noodles and Marcus wants spinach fried rice and I want to eat chcken biryani That is all mom| [person:grace f 0-0][person:julie f 1-1][person:marcus m 6-6][person:walt m 12-12][person:grace f 21-21]
grace| Okay let me make it sure Julie wants sspring noodles and Marcus wants spinach fried rice and u want to eat chcken biryani Am I correct| [person:grace f 2-2][person:julie f 6-6][person:marcus m 11-11][person:walt m 17-17][person:grace f 24-24]
